,level_0,index,Unnamed: 0.1,Unnamed: 0,osmid,lat,long,CLARA_ID,BG_ID,population,CLARA_count,tt_min_ems,tt_second_ems,under_4_ems,under_10_ems,min_ems_id,min_ems_lat,min_ems_long,min_ems_name,second_ems_id,second_ems_lat,second_ems_long,second_ems_name,tt_min_fire,tt_second_fire,under_9_fire,under_14_fire,min_fire_id,min_fire_lat,min_fire_long,min_fire_name,second_fire_id,second_fire_lat,second_fire_long,second_fire_name,Community,tt_min_daycare,tt_second_daycare,under_15_daycare,min_daycare_id,min_daycare_lat,min_daycare_long,min_daycare_name,second_daycare_id,second_daycare_lat,second_daycare_long,second_daycare_name,tt_min_school,tt_second_school,under_15_school,min_school_id,min_school_lat,min_school_long,min_school_name,second_school_id,second_school_lat,second_school_long,second_school_name,tt_min_high_school,tt_second_high_school,under_15_high_school,min_high_school_id,min_high_school_lat,min_high_school_long,min_high_school_name,second_high_school_id,second_high_school_lat,second_high_school_long,second_high_school_name,tt_min_hospital,tt_second_hospital,under_30_hospital,min_hospital_id,min_hospital_lat,min_hospital_long,min_hospital_name,second_hospital_id,second_hospital_lat,second_hospital_long,second_hospital_name,tt_min_dialysis,tt_second_dialysis,under_30_dialysis,min_dialysis_id,min_dialysis_lat,min_dialysis_long,min_dialysis_name,second_dialysis_id,second_dialysis_lat,second_dialysis_long,second_dialysis_name,tt_min_trauma,tt_second_trauma,under_60_trauma,min_trauma_id,min_trauma_lat,min_trauma_long,min_trauma_name,second_trauma_id,second_trauma_lat,second_trauma_long,second_trauma_name,Shape_Area,tt_min_grocery,tt_second_grocery,under_15_grocery,min_grocery_id,min_grocery_lat,min_grocery_long,min_grocery_name,second_grocery_id,second_grocery_lat,second_grocery_long,second_grocery_name
1230,941,941,941,941,124077019,30.3717847,-90.0733379,74159,{'221030412093'},50.0,4.0,119.8,203.10000000000005,2,4,15221,30.36095643,-90.06293451,SAINT TAMMANY FIRE DISTRICT STATION 4,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,119.8,203.10000000000005,6,7,26107,30.361054122178256,-90.0629556,Saint Tammany Parish Fire District 4 Station 41,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,Mandeville,59.7,102.2,5,51411,30.3669239,-90.0696574,TENDER YEARS CHILD DEVELOPMENT CENTER,50841,30.362154,-90.0725781,PLAY AND LEARN NORTHSHORE ACADEMY,70.8,116.6,5,32831,30.36543564,-90.07463679,MANDEVILLE JUNIOR HIGH SCHOOL,36594,30.36723833,-90.08063979,MANDEVILLE ELEMENTARY SCHOOL,293.99999999999994,362.9,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,79733,30.34739933,-90.01817105,METHODIST HOME FOR CHILDREN OF GREATER NEW ORLEANS,283.8,297.1,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2730,30.40822356,-90.08211407,AVALA,562.8000000000003,610.8,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,283.8,746.0000000000002,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,41.7,61.9,5,2082,30.368871,-90.0735525,On the Run,934,30.369006,-90.070452,Diaz Northshore Llc
1231,941,941,941,941,124077019,30.3717847,-90.0733379,123674,{'221030412093'},50.0,4.0,119.8,203.10000000000005,2,4,15221,30.36095643,-90.06293451,SAINT TAMMANY FIRE DISTRICT STATION 4,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,119.8,203.10000000000005,6,7,26107,30.361054122178256,-90.0629556,Saint Tammany Parish Fire District 4 Station 41,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,Mandeville,59.7,102.2,5,51411,30.3669239,-90.0696574,TENDER YEARS CHILD DEVELOPMENT CENTER,50841,30.362154,-90.0725781,PLAY AND LEARN NORTHSHORE ACADEMY,70.8,116.6,5,32831,30.36543564,-90.07463679,MANDEVILLE JUNIOR HIGH SCHOOL,36594,30.36723833,-90.08063979,MANDEVILLE ELEMENTARY SCHOOL,293.99999999999994,362.9,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,79733,30.34739933,-90.01817105,METHODIST HOME FOR CHILDREN OF GREATER NEW ORLEANS,283.8,297.1,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2730,30.40822356,-90.08211407,AVALA,562.8000000000003,610.8,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,283.8,746.0000000000002,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,41.7,61.9,5,2082,30.368871,-90.0735525,On the Run,934,30.369006,-90.070452,Diaz Northshore Llc
1232,941,941,941,941,124077019,30.3717847,-90.0733379,123677,{'221030412093'},50.0,4.0,119.8,203.10000000000005,2,4,15221,30.36095643,-90.06293451,SAINT TAMMANY FIRE DISTRICT STATION 4,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,119.8,203.10000000000005,6,7,26107,30.361054122178256,-90.0629556,Saint Tammany Parish Fire District 4 Station 41,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,Mandeville,59.7,102.2,5,51411,30.3669239,-90.0696574,TENDER YEARS CHILD DEVELOPMENT CENTER,50841,30.362154,-90.0725781,PLAY AND LEARN NORTHSHORE ACADEMY,70.8,116.6,5,32831,30.36543564,-90.07463679,MANDEVILLE JUNIOR HIGH SCHOOL,36594,30.36723833,-90.08063979,MANDEVILLE ELEMENTARY SCHOOL,293.99999999999994,362.9,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,79733,30.34739933,-90.01817105,METHODIST HOME FOR CHILDREN OF GREATER NEW ORLEANS,283.8,297.1,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2730,30.40822356,-90.08211407,AVALA,562.8000000000003,610.8,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,283.8,746.0000000000002,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,41.7,61.9,5,2082,30.368871,-90.0735525,On the Run,934,30.369006,-90.070452,Diaz Northshore Llc
1233,942,942,942,942,124077187,30.410877,-90.12593,71701,{'221030403043'},56.0,2.0,223.5,433.9,1,3,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,15630,30.43994462,-90.14534424,SAINT TAMMANY VOLUNTEER FIRE PROTECTION DISTRICT 2 STATION 23,213.8,223.5,5,7,42949,30.403718989649512,-90.15658907,Saint Tammany Parish Fire District 2 Station 21,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,Mandeville,183.90000000000003,184.80000000000004,5,50815,30.3980644,-90.105841,MY LITTLE SPROUT TOO,50840,30.39737,-90.10189,"LIL' HERO'S LEARNING ACADEMY, LLC",225.2,229.3,5,54551,30.38912497,-90.10209719,TCHEFUNCTE MIDDLE SCHOOL,54552,30.38866271,-90.10174858,PONTCHARTRAIN ELEMENTARY SCHOOL,320.9,649.6999999999999,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,369.9,394.4,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2768,30.41232152,-90.08086299,COVINGTON - AMG PHYSICAL REHABILITATION HOSPITAL,252.39999999999995,549.5,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,369.9,686.1000000000001,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,158.4,215.9,5,2365,30.405897,-90.145953,Riverbend Market,3194,30.404061,-90.15822,Wilmar C-Store Llc
1234,942,942,942,942,124077187,30.410877,-90.12593,73259,{'221030403043'},56.0,2.0,223.5,433.9,1,3,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,15630,30.43994462,-90.14534424,SAINT TAMMANY VOLUNTEER FIRE PROTECTION DISTRICT 2 STATION 23,213.8,223.5,5,7,42949,30.403718989649512,-90.15658907,Saint Tammany Parish Fire District 2 Station 21,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,Mandeville,183.90000000000003,184.80000000000004,5,50815,30.3980644,-90.105841,MY LITTLE SPROUT TOO,50840,30.39737,-90.10189,"LIL' HERO'S LEARNING ACADEMY, LLC",225.2,229.3,5,54551,30.38912497,-90.10209719,TCHEFUNCTE MIDDLE SCHOOL,54552,30.38866271,-90.10174858,PONTCHARTRAIN ELEMENTARY SCHOOL,320.9,649.6999999999999,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,369.9,394.4,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2768,30.41232152,-90.08086299,COVINGTON - AMG PHYSICAL REHABILITATION HOSPITAL,252.39999999999995,549.5,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,369.9,686.1000000000001,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,158.4,215.9,5,2365,30.405897,-90.145953,Riverbend Market,3194,30.404061,-90.15822,Wilmar C-Store Llc
1235,943,943,943,943,124077281,30.3515439,-90.0167263,106446,{'221030412121'},17.0,1.0,322.00000000000006,562.1,0,2,15221,30.36095643,-90.06293451,SAINT TAMMANY FIRE DISTRICT STATION 4,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,160.2,322.00000000000006,2,5,29016,30.338703155787,-90.00453186,Saint Tammany Parish Fire District 4 Station 44,26107,30.361054122178256,-90.0629556,Saint Tammany Parish Fire District 4 Station 41,Mandeville,267.1,352.0000000000001,5,51412,30.36119,-90.04089,TINY TOES AND TOTS DAYCARE AND PRESCHOOL,51411,30.3669239,-90.0696574,TENDER YEARS CHILD DEVELOPMENT CENTER,48.8,69.5,5,79733,30.34739933,-90.01817105,METHODIST HOME FOR CHILDREN OF GREATER NEW ORLEANS,105110,30.34636795,-90.01800493,STPPS VIRTUAL SCHOOL,48.8,69.5,4,79733,30.34739933,-90.01817105,METHODIST HOME FOR CHILDREN OF GREATER NEW ORLEANS,105110,30.34636795,-90.01800493,STPPS VIRTUAL SCHOOL,57.5,644.3000000000001,5,2824,30.34735215,-90.0182325,NORTHLAKE BEHAVIORAL HEALTH SYSTEM,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,923.3000000000002,971.3,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,644.3000000000001,1106.5,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,307.6,325.40000000000003,5,611,30.362877,-90.0615195,Circle K,2472,30.365748,-90.064836,Saia's Super Meat Market
1236,944,944,944,944,124077376,30.406867,-90.092582,83487,{'221030403042'},56.0,1.0,162.10000000000002,328.3,1,5,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,15273,30.44280414,-90.08870776,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 12,162.10000000000002,333.7,7,7,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,42951,30.44274000028296,-90.088843,Saint Tammany Parish Fire District 12 Northpark Station 121,Mandeville,162.1,189.3,5,50816,30.3980474,-90.0988099,NEW COVENANT PRESBYTERIAN WEEKDAY SCHOOL,50839,30.41171,-90.079171,"PRIMARY COLORS LEARNING CENTER OF MANDEVILLE, LLC",304.2,308.3,5,54551,30.38912497,-90.10209719,TCHEFUNCTE MIDDLE SCHOOL,54552,30.38866271,-90.10174858,PONTCHARTRAIN ELEMENTARY SCHOOL,386.1,480.6,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,161.6,186.1,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2768,30.41232152,-90.08086299,COVINGTON - AMG PHYSICAL REHABILITATION HOSPITAL,511.7999999999999,511.7999999999999,5,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,277,30.4573,-90.1351,FMCNA - PONTCHARTRAIN KIDNEY CTR,161.6,647.0,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,145.9,174.00000000000003,5,2880,30.395691,-90.090486,Tienda La Latina La Mexican,2192,30.392415,-90.090045,Posh Cupcakery
1237,945,945,945,945,124077377,30.4070137,-90.0925649,72610,{'221030403042'},61.0,1.0,163.8,330.0,1,5,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,15273,30.44280414,-90.08870776,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 12,163.8,335.4,7,7,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,42951,30.44274000028296,-90.088843,Saint Tammany Parish Fire District 12 Northpark Station 121,Mandeville,163.79999999999998,191.0,5,50816,30.3980474,-90.0988099,NEW COVENANT PRESBYTERIAN WEEKDAY SCHOOL,50839,30.41171,-90.079171,"PRIMARY COLORS LEARNING CENTER OF MANDEVILLE, LLC",305.9,310.0,5,54551,30.38912497,-90.10209719,TCHEFUNCTE MIDDLE SCHOOL,54552,30.38866271,-90.10174858,PONTCHARTRAIN ELEMENTARY SCHOOL,387.8,482.3,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,163.29999999999998,187.79999999999995,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2768,30.41232152,-90.08086299,COVINGTON - AMG PHYSICAL REHABILITATION HOSPITAL,513.4999999999999,513.4999999999999,5,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,277,30.4573,-90.1351,FMCNA - PONTCHARTRAIN KIDNEY CTR,163.29999999999998,648.7,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,147.6,175.70000000000002,5,2880,30.395691,-90.090486,Tienda La Latina La Mexican,2192,30.392415,-90.090045,Posh Cupcakery
1238,946,946,946,946,124077400,30.400896,-90.086883,83285,{'221030403044'},10.0,1.0,68.4,285.8,1,5,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,15273,30.44280414,-90.08870776,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 12,68.4,291.2,7,7,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,42951,30.44274000028296,-90.088843,Saint Tammany Parish Fire District 12 Northpark Station 121,Mandeville,101.19999999999996,115.29999999999998,5,51410,30.3956,-90.087551,"THE CHILDREN'S CHALET, INC.",50817,30.394291,-90.083691,ST. TIMOTHY PRESCHOOL,208.7,212.79999999999995,5,54551,30.38912497,-90.10209719,TCHEFUNCTE MIDDLE SCHOOL,54552,30.38866271,-90.10174858,PONTCHARTRAIN ELEMENTARY SCHOOL,290.6,436.3,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,117.3,141.79999999999998,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2768,30.41232152,-90.08086299,COVINGTON - AMG PHYSICAL REHABILITATION HOSPITAL,427.1,467.4999999999999,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,117.3,602.6999999999999,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,50.39999999999999,78.49999999999999,5,2880,30.395691,-90.090486,Tienda La Latina La Mexican,2192,30.392415,-90.090045,Posh Cupcakery
1239,947,947,947,947,124077414,30.3968077,-90.088319,83367,{'221030403044'},21.0,1.0,41.00000000000001,282.1,1,5,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,15221,30.36095643,-90.06293451,SAINT TAMMANY FIRE DISTRICT STATION 4,41.00000000000001,282.1,7,7,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,26107,30.361054122178256,-90.0629556,Saint Tammany Parish Fire District 4 Station 41,Mandeville,73.5,82.0,5,51410,30.3956,-90.087551,"THE CHILDREN'S CHALET, INC.",50840,30.39737,-90.10189,"LIL' HERO'S LEARNING ACADEMY, LLC",181.0,185.1,5,54551,30.38912497,-90.10209719,TCHEFUNCTE MIDDLE SCHOOL,54552,30.38866271,-90.10174858,PONTCHARTRAIN ELEMENTARY SCHOOL,262.90000000000003,433.19999999999993,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,145.0,169.49999999999997,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2768,30.41232152,-90.08086299,COVINGTON - AMG PHYSICAL REHABILITATION HOSPITAL,399.4,480.3999999999999,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,145.0,615.5999999999999,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,22.700000000000003,50.8,5,2880,30.395691,-90.090486,Tienda La Latina La Mexican,2192,30.392415,-90.090045,Posh Cupcakery
1240,948,948,948,948,124077431,30.394607,-90.089637,82962,{'221030403044'},2.0,1.0,24.800000000000004,265.9,1,5,15859,30.3961164,-90.09431067,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 4 STATION 2,15221,30.36095643,-90.06293451,SAINT TAMMANY FIRE DISTRICT STATION 4,24.800000000000004,265.9,7,7,25781,30.396089303643738,-90.09431907,Saint Tammany Parish Fire District 4 Station 42,26107,30.361054122178256,-90.0629556,Saint Tammany Parish Fire District 4 Station 41,Mandeville,57.2,65.7,5,51410,30.3956,-90.087551,"THE CHILDREN'S CHALET, INC.",50840,30.39737,-90.10189,"LIL' HERO'S LEARNING ACADEMY, LLC",164.7,168.79999999999998,5,54551,30.38912497,-90.10209719,TCHEFUNCTE MIDDLE SCHOOL,54552,30.38866271,-90.10174858,PONTCHARTRAIN ELEMENTARY SCHOOL,246.6,416.9,5,70504,30.38132386,-90.10168363,MANDEVILLE HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,137.1,161.6,5,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2768,30.41232152,-90.08086299,COVINGTON - AMG PHYSICAL REHABILITATION HOSPITAL,383.1,464.0999999999999,5,6807,30.4099,-90.1599,FKC - TCHEFUNCTE RIVER,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,137.1,599.3,2,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,,6.4,34.5,5,2880,30.395691,-90.090486,Tienda La Latina La Mexican,2192,30.392415,-90.090045,Posh Cupcakery
1241,949,949,949,949,124077549,30.4544551,-90.0671962,25047,"{'221030406043', '221030406042'}",46.0,2.0,187.1,231.1,2,5,15651,30.46558328,-90.08166857,ACADIAN AMBULANCE SERVICE INCORPORATED - COVINGTON EAST STATION,15698,30.45167966,-90.04109797,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 12 STATION 125,130.1,256.79999999999995,7,7,43131,30.459651120766985,-90.05207132,Saint Tammany Parish Fire District 12 Station 125,42810,30.47987255010596,-90.08276375,Saint Tammany Parish Fire District 12 Headquarters Station 124,Mandeville,97.79999999999998,244.8,5,51431,30.45277,-90.07615,LITTLE FOOTPRINTS SCHOOLHOUSE LLC,50876,30.4780547,-90.08614,"APPLETREE ACADEMY, INC.",309.0,356.40000000000003,5,28870,30.48008363,-90.03866792,ABITA SPRINGS MIDDLE SCHOOL,60452,30.47302472,-90.10441029,WILLIAM PITCHER JUNIOR HIGH SCHOOL,490.69999999999993,549.1,3,38869,30.49406754,-90.13243711,COVINGTON HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,187.8,412.5,5,2857,30.44740542,-90.07312565,PAM SPECIALTY HOSPITAL OF COVINGTON,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,344.1,448.3,5,6951,30.4827,-90.0422,FKC - ABITA,7000,30.4966,-90.1151,DaVita Covington Trace Dialysis,412.5,413.3,2,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,,135.4,178.29999999999995,5,2255,30.459186,-90.081495,Racetrac,3042,30.443292,-90.0787905,Walmart Bakery
1242,949,949,949,949,124077549,30.4544551,-90.0671962,25275,"{'221030406043', '221030406042'}",46.0,2.0,187.1,231.1,2,5,15651,30.46558328,-90.08166857,ACADIAN AMBULANCE SERVICE INCORPORATED - COVINGTON EAST STATION,15698,30.45167966,-90.04109797,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 12 STATION 125,130.1,256.79999999999995,7,7,43131,30.459651120766985,-90.05207132,Saint Tammany Parish Fire District 12 Station 125,42810,30.47987255010596,-90.08276375,Saint Tammany Parish Fire District 12 Headquarters Station 124,Mandeville,97.79999999999998,244.8,5,51431,30.45277,-90.07615,LITTLE FOOTPRINTS SCHOOLHOUSE LLC,50876,30.4780547,-90.08614,"APPLETREE ACADEMY, INC.",309.0,356.40000000000003,5,28870,30.48008363,-90.03866792,ABITA SPRINGS MIDDLE SCHOOL,60452,30.47302472,-90.10441029,WILLIAM PITCHER JUNIOR HIGH SCHOOL,490.69999999999993,549.1,3,38869,30.49406754,-90.13243711,COVINGTON HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,187.8,412.5,5,2857,30.44740542,-90.07312565,PAM SPECIALTY HOSPITAL OF COVINGTON,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,344.1,448.3,5,6951,30.4827,-90.0422,FKC - ABITA,7000,30.4966,-90.1151,DaVita Covington Trace Dialysis,412.5,413.3,2,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,,135.4,178.29999999999995,5,2255,30.459186,-90.081495,Racetrac,3042,30.443292,-90.0787905,Walmart Bakery
1243,950,950,950,950,124077553,30.458061,-90.067214,25723,{'221030406042'},39.0,1.0,146.70000000000002,190.7,3,5,15651,30.46558328,-90.08166857,ACADIAN AMBULANCE SERVICE INCORPORATED - COVINGTON EAST STATION,15698,30.45167966,-90.04109797,SAINT TAMMANY PARISH FIRE PROTECTION DISTRICT 12 STATION 125,89.7,216.39999999999995,7,7,43131,30.459651120766985,-90.05207132,Saint Tammany Parish Fire District 12 Station 125,42810,30.47987255010596,-90.08276375,Saint Tammany Parish Fire District 12 Headquarters Station 124,Mandeville,123.59999999999998,203.2,5,51431,30.45277,-90.07615,LITTLE FOOTPRINTS SCHOOLHOUSE LLC,50876,30.4780547,-90.08614,"APPLETREE ACADEMY, INC.",267.4,314.79999999999995,5,28870,30.48008363,-90.03866792,ABITA SPRINGS MIDDLE SCHOOL,60452,30.47302472,-90.10441029,WILLIAM PITCHER JUNIOR HIGH SCHOOL,449.0999999999999,507.5,3,38869,30.49406754,-90.13243711,COVINGTON HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,180.6,370.8999999999999,5,2857,30.44740542,-90.07312565,PAM SPECIALTY HOSPITAL OF COVINGTON,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,302.5,406.7000000000001,5,6951,30.4827,-90.0422,FKC - ABITA,7000,30.4966,-90.1151,DaVita Covington Trace Dialysis,370.8999999999999,406.1,2,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,,93.8,127.2,5,2255,30.459186,-90.081495,Racetrac,2029,30.463866,-90.0846225,Nonna Randazzo's
1244,951,951,951,951,124077684,30.487274,-90.099754,107290,{'221030405011'},4.0,1.0,68.89999999999999,69.49999999999999,5,5,15223,30.47959718,-90.09797242,COVINGTON VOLUNTEER FIRE DEPARTMENT,15685,30.49612716,-90.09997105,ACADIAN AMBULANCE SERVICE INCORPORATED - COVINGTON NORTH STATION,68.89999999999999,148.90000000000003,7,7,10904,30.47962188703816,-90.09802246,Covington Fire Department,42810,30.47987255010596,-90.08276375,Saint Tammany Parish Fire District 12 Headquarters Station 124,Mandeville,11.2,48.5,5,50760,30.4880602,-90.1001978,CIRCLE OF LOVE DAYCARE,51427,30.4907437,-90.0912324,"KID'S KINGDOM OF COVINGTON, LLC",71.2,76.39999999999999,5,48305,30.49363173,-90.09816092,E. E. LYON ELEMENTARY SCHOOL,20192,30.48690687,-90.10615291,PINE VIEW MIDDLE SCHOOL,200.8,646.1000000000001,4,38869,30.49406754,-90.13243711,COVINGTON HIGH SCHOOL,14097,30.40702426,-90.03740013,FONTAINEBLEAU HIGH SCHOOL,122.6,316.5999999999999,5,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,7971,30.45843446,-90.13503711,REGENCY HOSPITAL OF COVINGTON,134.39999999999998,247.39999999999995,5,7000,30.4966,-90.1151,DaVita Covington Trace Dialysis,6620,30.4564,-90.1337,DAVITA - DIALYSIS SYSTEMS OF COVINGTON,122.6,486.00000000000006,2,2906,30.46866389,-90.11292956,ST. TAMMANY PARISH HOSPITAL,7187,30.41112373,-90.08067651,LAKEVIEW REGIONAL MEDICAL CENTER,,20.4,20.6,5,3255,30.489255,-90.095571,Zoe's Bakery,1376,30.49002,-90.1005795,Istop Grocery
